question,wrong_choices,correct_answer
"Synonym of Decimate is _________?","Promote, Disfigure, Dissipate","Destroy"
"Synonym of Mull is __________ ?","Help, Discourage, Provoke","Think"
"He belongs________ a noble family.","with, among, in","to"
"Synonym of INFRINGE is__________?","Escape, Hard, Bound","Breach"
"Antonym of PATHOLOGICAL is___________?","diseased, morbid, None of these","Healthy"
"Synonymous of ‘Flank’ is ____________?","In an open, honest, and direct manner, Hidden, Far away","Side of a person right or left"
"Synonym of ‘Rowdy’ is_________?","Restrained, Crowd, Push out","Noisy and disorderly"
"Synonym of ‘Shove’_________?","Avoid, Come out, Fast","A strong push"
"Synonym of BEMOAN is ___________ ?","Denounce, Soothe, Loathe","Lament"
"Synonym of WRATH is _____________ ?","Violence, Hatred, Jealousy","Anger"
"Synonym of EAGER is __________ ?","Devoted, Clever, Enthusiastic","Curious"
"Antonym of REVEALED is __________ ?","Denied, Ignored, Overlooked","Concealed"
"Synonym of OBLIQUE is _____________?","Horizontal, Bore, Disregard","Slanting"
"When I was sleeping, she ________ playing the sitar .","Must be, Were, Is","Was"
"Can they go shopping with us ? Sorry, they are busy; I wish they ________ with you now?","Can go, Are going, Would go","Could go"
"When I listened to his cogent arguments, all my _________ were ________ and I was forced to agree with his point of view.","Senses- Stimulated, Doubt- Confirmed, Questions- Asked","Doubt- Dispelled"
"It is almost impossible at times to capture the _________ of words when we translate them into a foreign language.","Implications, Meanings, Denotations","Connotations"
"“Clique” means____________?","A group of animals, A group of birds, None of above","A group of people"
"“Prosaic” means__________?","Good, Beautiful, None","Dull"
"What is the meaning of Banton?","Afresh, Farewell, Authority","Good manners"
"Synonym of Turmoil is _____________?","Conclusion, Reversal, Meanness","Confusion"
"___________ the bad weather, the outdoor party was reschedule","In order to, Despite, None of these","Because of"
"I prefer tea_______coffee.","than, then, of","to"
"Sara said,”Alas! I have lost my diamond ring.”","Sara exclaimed with sorrow that I have lost my diamond ring., Sara exclaimed with sorrow that she have lost her diamond ring., Sara exclaimed with sorrow that I had lost my diamond ring.","Sara exclaimed with sorrow that she had lost her diamond ring."
"They said, “Hurrah!we won the match.”","They said that they won the match., They exclaimed with joy that they won the match., They exclaimed with joy that we had won the match.","They exclaimed with joy that they had won the match."
"She Said, “My parents are going to karachi”.","She said that my parents were going to karachi., She said that my parents gone to karachi., She said that her parents are going to karachi.","She said that her parents were going to karachi."
"He is busy with his work ______________?","inns and out, up to neck, kith and kin","up to the hilt"
"“All Hours” means___________?","At Regular Times, Every Hour, None of these","At Irregular Times"
"My friend says, “I can’t help you, sorry. I have a lot of work to do.”","My friend says I can’t help you because I have a lot of work to do., My friend says he can’t help me because he have a lot of work to do., My friend says that I can’t help you I have a lot of work to do.","My friend says he can’t help me because he has a lot of work to do."
"My friend said to me,” I will meet you tonight.”","My friend told me that I will meet you tonight., My friend told that he will meet me tonight., My friend said to me that he will meet me that night.","My friend told me that he would meet me that night."
"She said,” I visited Peshawar yesterday.”","She said that I had visited Peshawar yesterday., She said that she visited Peshawar yesterday., She said that she has visited Peshawar the previous day.","She said that she had visited Peshawar the previous day."
"Ahmad said,” I have a dental appointment this evening.”","Ahmad said that he have a dental appointment this evening., Ahmad said that he had a dental appointment this evening., Ahmad said that he has a dental appointment this evening.","Ahmad said that he had a dental appointment that evening."
"He said, “I need your help now.”","He said he need my help now., He said that I needed your help now., None of these","He said that he needed my help then."
"My friend said,” I will meet you tomorrow.”","My friend said that he will meet me tomorrow. ., My friend said he would meet me tomorrow., My friend said that he will meet me tomorrow.","My friend said that he would meet me the next day"
"He said,”I need some money.”","He said that I need some money., He said that he need some money., He said that I needed some money.","He said that he needed some money."
"He sai”I am studying now.”","He said that I am studying then., He said that I was studying then. ., He said that he was studying now.","He said that he was studying then"
"Idiom “A slap on the wrist” means?","Hard Punishment, Beating Someone, Make someone sad","Warning or Small Punishment"
"Idiom “To cut long story short” means?","Tell the story briefly, Miss the main points, None of above","Come to the point"
"Which one of the following is antonym of ” Apocryphal ” while others are synonyms?","Mythical, Obscure, Unsubstantiated","Genuine"
"Which one of the following is antonym of ” Prosaic ” while others are synonyms?","Pedestrian, Prosy, Tedious","Interesting"
"Which one of the following is antonym of ” Raucous” while others are synonyms?","Hoarse, Strident, Discordant","Subdued"
"Which one of the following is antonym of ” Picayune ” while others are synonyms?","Piddling, Trifling, Trivial","Colossal"
"Which one of the following is antonym of ” Flaunt ” while others are synonyms?","Brandish, Display, Exhibit","Cover"
"Which one of the following is antonym of ” Welter ” while others are synonyms?","Clutter, Fuddle, Jumble","Order"
"Which one of the following is antonym of ” Eclat ” while others are synonyms?","Eminence, Esteem, Plaudit","Dullness"
"Which one of the following is antonym of ” Minuscule ” while others are synonyms?","Diminutive, Lilliputian, Miniature","Majuscule"
"Which one of the following is antonym of ” IMPOVERISHED ” while others are synonyms?","broke, destitute, impecunious","wealthy"
"Which one of the following is antonym of ” Flummox ” while others are synonyms?","Baffle, Confound, Perplex","Enlighten"
"Which one of the following is antonym of ” Epitome ” while others are synonyms?","abridgment, abstract, compendium","antithesis"
"Which one of the following is antonym of ” Perdition ” while others are synonyms?","Doom, Hell, Infernal","Heaven"
"Which one of the following is antonym of ” Mordant ” while others are synonyms?","acerbic, caustic, corrosive","pleasant"
"Please wait for me. I will be finished _______ five or ten minutes.","at, by, from","in"
"The railway track runs ______ the river.","over, by, on","across"
"Which one of the following is antonym of ” Perpetrator ” while others are synonyms?","Culprit, felon, miscreant","Police"
"Antonym of GREGARIOUS is ____________?","Talkative, Cheerful, Boring","Lonesome"
"Antonym of ONEROUS is ____________?","Difficult, Burfensome, Fluent","Light"
"Antonym of HYPOCRISY____________?","Doubt, Budensome, Fluent","Uprightness"
"Antonym of “Paucity” is____________?","Scarcity, Presence, Shallow","Surplus"
"“De novo” means___________?","Calm in arm, Prominent, To any extent","New"
"“Inter alia” means___________?","By the fact, Under concentration, At the end","In between"
"The market is nearer to them than ________.","we, ours, ourselves","us"
"Early in the morning I _______ feed the cows. After I had finished that, I _______ play with the children in the village.","Used, could, Could, should, Could, might","Used, would"
"If you read the questions carefully you ______ them easily.","Answer, Might answer, May answer","Will answer"
"By the time you get this letter you _______ the tragic news.","Will receive, Will be receiving, Have received","Will be have received"
"“En-route” means_________?","oneway direction, Long distance, None of these","On the way"
"Antonym of Addendum?","Detriment, Lessening, Subtraction","All of above"
"Antonym of Acerbity?","Sweetness, Mellowness, Mildness","All of these"
"Antonym of Accost?","Avoid, Neglect, Scorn","All of these"
"Antonym of Accessible?","Inaccessible, Limited, Restricted","All of these"
"Antonym of Abstruse?","Obvious, Lucid, Plain","All of these"
"Antonym of Abstemious?","Gluttonous, Greedy, Hungry","All of these"
"Antonym of Absolve?","Execute, Condemn, Exculpate","Both a&b"
"Antonym of Abrogate?","Enact, Institute, Revoke","Both a&b"
"Antonym of Abjure?","Espouse, Support, Disavow","Both a&b"
"Antonym of Abject?","Commendable, Exalted, Excellent","All of above"
"Antonym of Aberrant?","Steadfast, Persistent, Devious","Both a&b"
"Antonym of Abate?","Enhance, Foster, Augment","All of above"
"Synonym of Addendum?","Augmentation, Codicil, Detriment","Both a&b"
"Synonym of Acerbity?","Tartness, Astringency, Sourness","All of these"
"Synonym of Accost?","Solicit, Confront, Scorn","Both a&b"
"Synonym of Accessible?","Available, Susceptible, Unrestricted","All of these"
"Synonyms of Abstruse?","Recondite, Intricate, Obscure","All of these"
"Synonym of Abstinence?","Abstemious, Sobriety, Temperance","All of these"
"Synonym of Abstemious?","Abstinent, Temperate, Moderate","All of above"
