question,wrong_choices,correct_answer
"Which one is the right value for R ?","0.0821 atm m3k-1mol-1, 2 cal k-1 mol-1, 8.314 Nm2k-1mol-1","0.0821 atm dm3k-1mol-"
"For a gas where volume and pressures are 1dm3 and 2 atm respectively what should be its new volume when pressure is increased to 6 atm at constant temperature ?","1/2dm3, 1/4dm3, 2/3dm3","1/3dm3"
"What is the abundant form of matter on earth ?","Gas, Liquid, Plasma","Solid"
"In how many forms do matter exists ?","Three, Five, Two","Four"
"Which of the following option is incorrect about gases ?","All molecules behave independently, PV / RT = n, All gases cannot be liquefied through Linds Method","All molecules move with same speed"
"0.5 mole of nitrogen gas and 0.5 mole of carbon monoxide gas at STP have same_____________?","Value of a, Mass, Atoms","Both B and C"
"Which of the following statements is true about plasma________________?","It may be the first state of matter, It is not a phase transition, It is a conductor of electricity","All of the above"
"The weakest (in strength) of the following intermolecular forces is_______________?","Hydrogen bonding, Forces among the polar molecules, Ionic bond","Vander Waals force"
"Which of these gases diffuse more quickly than oxygen ?","H2S, Cl2, N2O","NO"
"Linds method is employed for__________________?","Separation of gases, Expansion of gases, Compression of gases","Liquefaction of gases"
"The non-ideal behaviour results chiefly from________________?","Intermolecular attraction and infinite volume, Elastic collisions and finite volume, Intermolecular attraction only","Intermolecular attractions and finite volume"
"The processes of effusion and diffusion are best understand by________________?","Daltons law, Avogadros law, Charles law","Grahams law"
"Hydrogen effuses four times more rapidly than volume of an unknown gas molar mass of unknown gas should be_______________?","16 gmol-1, 48 gmol-1, 64 gmol-1","32 gmol-1"
"The kinetic molecular theory of gases was put forward in 1738 by _____________________?","Boltzman, Maxell, Clausius","Bernoulli"
"Which one is not the partial pressure of oxygen in the lungs ?","0.1526 atm, 116 mm of Hg, 116 torr","1 atm"
"One mole of an ideal gas at 546.5 K under 2 atm pressure has a volume of________________?","22.414 m3, 44.828 dm3, 11.212 cm3","22.414 dm3"
"If 1/V is plotted on X-axis and pressure on Y-axis at constant temperature what should appear ________________?","Straight line parallel to x-axis, Straight line parallel to y-axis, Curve","Straight line"
"The solid particles only posses_____________________?","Translational motion, Rotational motion, All of above motions","Vibrational motion"
"Which state of matter has the lowest density ?","Liquid, Solid, Plasma","Gas"
"What is the simplest form of matter ?","Liquid, Solid, Semi solid","Gas"
"Critical temperature for different gases is different and depends upon______________?","Size of molecule, Shape of molecule, Intermolecular attractions","All of the above"
"The diffusion of gases at absolute zero will be________________?","Unchanged, Slightly decreased, Slightly increased","Zero"
"At constant temperature the pressure of an ideal gas is doubled its density becomes_______________?","Half, Same, None","Double"
"The introduction of Kelvin scale in thermodynamic is according to_______________?","Boyles law, Daltons law, Grahams law","Charles law"
"Which one has the lowest density at room temperature ?","Ne, N2, CO","NH3"
"Under what conditions the gases deviate from the ideal behavior ?","High temperature, Low temperature, High pressure","B and C"
"Ideal gasses have all the following characteristics except ?","Absence of intermolecular forces, Collisions among the molecules of an ideal gas are perfectly elastic, All of the above are correct","The molecules occupy no space"
"Which of the following is not considered as an intermolecular force between molecules ?","Hydrogen bonds, Debye forces, London dispersion forces","Coordinate covalent bonds"
"What is the relative rate of effusion of CO and CO2 ?","CO is 3.75 times faster than CO2, CO is 1.25 times faster than CO, Both diffuse at the same rate","CO is 1.25 times faster than CO2"
"on sp3 hybridization ________________?","All p-orbitals are involved, one p-orbital is involved, four p-orbitals are involved","One s and 3 p-orbitals are involved"
"Product of charge and distance is called__________________?","Pressure, Bond length, Work","Dipole moment"
"Unpaired electron in a molecule gives ______________ character ?","Ferromagnetic, Diamagnetism, Both A & B","Paramagnetic"
"According to VESPR Model the geometry of molecule having 5 bond pair in outer most shell will be __________________?","Triangular, Square planner","Trigonal bipyramidal"
"Geometry of molecule will be pyramidal if the outer post shell of the central atom has___________________?","3 bond pair one lone pair","2 bond pair 2 lone pair 1 bond pair 3 lone pair 3 lone pair 1 bond pair"
"Orbitals of same energy produced after mixing of orbitals of different energy are called __________________?","Degenerate orbitals","Generate orbitals Hybrid orbitals Zeeman orbitals"
"Sharing of 1 electron pair by one specie forms_________________?","Coordinate covalent bond","Single covalent bond Hydrogen bond Double covalent bond"
"Which one of the following has polar covalent bond ?","CH4, H2, N2","HF"
"Bond will beionic when E.N difference of bonded atom is ____________________?","Equal to 1.7, Less than 1.7, No specificity exists","Greater than 1.7"
"Ionic bond is produced after complete transfer of ________________ ?","Nucleus, Neutrons, Protons","Electrons"
"In a period electronegativity from left to right_________________?","Decreases, Remain constant, Variable trend","Increases"
"Elements having high I.P values are____________________?","Metals, Liquids, Solids","Non metals"
"Ionization energy in a period generally ___________________?","Decreases, No change, Variable trend","Increases"
"In a group ionic radius ?","Decreases, No change, Variable trend","Increases"
"An atom loses or gains electrons to__________________?","Gain stability, Form a bond, Complete its outermost shell","all are accurate justifications"
"nergy of atom in compound is___________________?","EHigher than individual, No change, Impossible to predict","Lesser than individual"
"Which of the following have their outer most shell complete in atomic form ?","Alkali metals, Coinage metals, Gun metals","Noble gases"
"Which one shows high %age of the ionic character ?","H2O, HCI, HBr","HF"
"Molecular orbitals are filled according to _________________?","Auf bau principle, Hunds rule, Paulis Exclusion principle","All these"
"Which one has maximum number of unpaired electrons ?","6X, 9Z, 13W","7Y"
"Shielding effect across the period ________________?","Increases, Decreases, None","Constant"
"Which of the solid does not contain covalent bond________________?","Ice, Diamond, Graphite","Copper"
"Which of the following will have highest value of electron affinity_________________?","F, Br, I","Cl"
"The relative attraction of the nucleus for the electrons in a chemical bond is called _________________?","Ionization energy, Electron affinity, None of the above","Electro negativity"
"Unit of dipole moment is_________________?","Poise, Pascal, Newton","Debye"
"Bond order for N2 molecule is __________________?","2, 1, 4","3"
"Molecular orbital which have higher energy than atomic orbitals is called___________________?","Bonding molecular orbital, Hybrid orbital, Super atomic orbital","Antibonding molecular orbital"
