question,wrong_choices,correct_answer
"Which of the following flower is called Queen of Water?","Rose, Rafflesia, Tulip","Lilly"
"What is the largest flower in the world?","Conifer, Fern, Horsetail","Rafflesia"
"How many latitude lines are there?","90, 270, 360","180"
"Who is the known as the father of taxonomy?","Aristotle, Fransco Redi, Rachel Carson","Carolus Linnaeus"
"Which of the following is a currency of Body cells?","ADP, DNA, RNA","ATP"
"Which of the following acid is used in Ink?","Valeric, Acetic, Formic","Tannic"
"How is ammonia synthesized?","Regrigration process, Contact process, All of these","Herber process"
"Which of the following science is considered “mother of all sciences”?","Biology, Physics, Chemistry","Mathematics"
"Which of the following letter does not represent in periodic table?","X, K, N","J"
"There is a hole in the Ozone Layer at__________?","North Pole, Both A and B, None of These","South Pole"
"Wisdom teeth normally grow between the age of___________?","34-40, 45-55, 10-17","17-30"
"Chronometer is invented by________?","Robert Fulton, Nikola Tesla, Martin Cooper","John Harrison"
"Which is the purest form of water?","Heavy water, Tap water, None of these","Rain water"
"Animals use nitrogen in the form of_________?","Nitrogen, Nitrates, None of Above","Nitrites"
"Dinosaurs and many other species were extinct about ________ years ago.","55 million, 75 million, 85 million","66 million"
"The biggest planet in solar system is ______ and having _____ moons?","Uranus , Sixteen, Saturn, Sixteen, Uranus, two","Jupiter, Seventy-nine"
"Edward Genner discovered ‘vaccine’ in___________?","1978, 1686, 1933","1796"
"speed of sound in dry air at 20 °C is___________?","353 m/s, 345 m/s, none of them","343 m/s"
"Sound travels about ___________times faster in water than in air.","2, 3, 5","4"
"Nervous system includes which of these major components?","Brain, Brain & Back Bone, None","brain, spinal cord and neurons"
"The lenses are used for the correction of:____________?","Long-sightedness, short sightedness, None of those","Both A & B"
"Water has been discovered on which potentially habitable super-Earth ?","K2-14d, K2-15c, K2-13a","K2-18b"
"The Saturn rings discovered by___________?","Newton, Robert Brown, None of these","Galileo"
"The Planet which revolves slowly around the Sun is__________?","Mercury, Mars, Earth","Neptune"
"The “Rising” of the “evening star” indicates the direction of the____________?","South Pole, East, North","West"
"Reptiles hibernate during_______?","Summer, Spring, Autumn","Winter"
"Which of the following plants are called arthrophytes?","Lycopsids, Psilopsids, Pteropsids","Sphenopsids"
"Apiculture refers to___________?","Rearing silk worms, Science of gardening, Science of cultural norms and trends","Science of bee keeping"
"Ring planet is Saturn; least dense and 2nd largest planet is_________?","Jupiter, Neptune, Mercury","Saturn"
"The most dense and heaviest planet is___________?","Jupiter, Mars, Venus","Earth"
"Guava has the maximum amount of which Vitamin?","vitamin K, vitamin B, vitamin D","vitamin C"
"Black gold is an oil; Black diamond is_________?","Copper, Iron, Wood","Coal"
"Trypsin is an enzyme which digests protein produced by_____________?","Liver, Pancreas, Small intestine","Stomach"
"Biopsy is done on tissues taken from__________?","Human body, Animal body, Dead body","Living body"
"Liver uses which vitamin for creating new Red Blood cells?","B6, A, K","B12"
"The only living cells in the body without blood supply is___________?","Pupil, Nail, Hair","Cornea"
"Ozone layer protects the Earth from __________ radiations from the Sun.","microwaves, infrared, X-rays","ultraviolet"
"A common skin condition that causes skin redness and irritation is known as_________?","Hypermetropia, Leukoderma, Diphtheria","Psoriasis"
"A clouding that develops in the lens of the eye or in its envelope obstructing the passage of light is known as________?","Glaucoma, Hemophilia, Diphtheria","Cataract"
"The blind spot is located at the ___________ of the eye ?","pupil, vitreous humor, aqueous humor","optic disc"
"The average weight of man’s brain is 4.8 ounces. What is the average weight of woman’s brain ?","4.8 ounce, 5.8 ounce, 5.4 ounce","4.4 ounce"
"Which layer of the atmosphere reflects radio waves back to the earth’s surface?","Troposphere, Stratosphere, Ozone layer","Ionosphere"
"The hormone that increases the rate of heart beat and blood pressure after shock in a person is___________?","Gastrin, Thyroxin, Pancreatic","Adrenalin"
"Which one of the following represents a chemical change_________?","Heating a platinum wire in a Bunsen flame, Heating of mercuric oxide powder, Evaporation of alcohol","Sublimation of iodine"
"Dental mirror is what type of a mirror?","Convex mirror, Plane mirror, none of these","Concave mirror"
"Which one of the following is not vector quantity _______?","Acceleration, Displacement, Force","Speed"
"A temporary magnet should be made from _______?","Copper, Tin, None","Iron"
"The unit of torque in International system of unit is _________?","Newton, Kilogram, Meter","Newton-Meter"
"According to quantum theory of light, photons are _______?","Waves, Particles, Electromagnetic","Energy packets"
"Silicon is an example of _________?","No-conductor, Super Conductor, None of these","Semiconductor"
"Instrument that measure the electric force ________?","Hygrometer, Hydrometer, Voltmeter","Ammeter"
"Hypermetropia or Hyperopia means being able to see__________________?","Distant objects opaque, Close objects unclear, Close objects clearly","Distant object clearly"
"Being Myopic means you have problem in seeing ______________?","Close objects clearly, Both A and B, Distant and close objects look unclear","Distant objects clearly"
"Mohs’ Scale” is used to indicate the_________?","Degree of viscosity of a liquid, Degree of elasticity of a material, Degree of brittleness of a substance","Degree of hardness of minerals"
"What is known the cold and dense air blowing down from the mountain slope during the night__________?","Anabatic Wind, Lue Wind, None of these","Katabatic wind"
"The disease “Itai Itai “is caused by____________?","Carbon, Manganese, None of these","Cadmium"
"Which process includes all of the other processes listed?","Absorption, Assimilation Secretion","Metabolism"
"How many mm are there in 10 cm?","200mm, 50mm, 10mm","100mm"
"Which of the following is the SI unit of volume?","Cm cube, mm cube, Km cube","Meter cube"
"The matter of our sun is in ________ state?","Liquid, Gas, Solid","Plasma"
"Which of the following branch of Physics deals with the internal structure of earth?","Biophysics, Plasma physics, Atomic physics","Geophysics"
"The average acceleration caused by gravity per second is____________?","22 feet, 52 feet, 42 feet","32 feet"
"Which animal has no vocal chords ?","Lion, Zebra, Dolphin","Giraffes"
"Stripes on each side of “Grévy’s Zebra” is about_________?","20+, 30+, 36+","80+"
"Age of the lion is determined through?","Length of the tail, Length of Nails, Hair Colour","Nose Colour"
"A bird that can fly backwards?","Bat, Crimson Sun Bird, Cardinal Bird","Humming Bird"
"Animal with the sharpest hearing ability?","Rat, Bat, Squirrel","Greater wax moth"
"What is the date when day and night are equal?","March 21 and December 24, January 14 and September 23, January 14 and June 22","March 20 and September 23"
"How many hearts an Octopus has?","10, 8, 5","3"
"Most of the weather phenomena take place in which of the following layers of the atmosphere?","Mesosphere, Ionosphere, Stratosphere","Troposphere"
"Goitre is associated with___________?","Pituitary gland, Thymus gland, Para-Thyroid gland","Thyroid gland"
"Which bone in human body is not directly attached to other bones?","Ulna, Tibia, Cranium","Hyoid"
"Where is the uvula located in human body?","Stomach, Scrotum, None","Throat"
"How many eyes does a worm have?","Two, Three, One","None"
"Maxilla bones are found in___________?","Toe, Ear, Stomach","Jaw"
"How many blood vessels can be found in the Umbilical Cord?","Two, One, Four","Three"
"Who invented bifocal eyeglasses?","Ibn-e-Haitem, Archemedes, None","Benjamin Franklin"
"Which breed of dog has a black tongue?","Shih Tzu, Husky, None","Chow Chow"
"What is amoxicillin?","Type of birth control, A herbal remedy, None","An antibiotic"
"Science which deals with the position and movement of heavenly bodies ?","Astrophysics, Astrology, Astronautics","Astronomy"
"Which gas is used in preparation of Soda water?","Ammonia, Hydrogen, Nitrogen","Carbon Dioxide"
"In HomoSapiens (Human) the fertilization occurs in the___________?","Uterus, Ovaries, Cervix","Oviduct"
"Granite is a____________?","Metamorphic rock, Sedimentry rock, None of these","Igneous rock"
"How many times the sun is bigger than the size of the earth?","69 times, 89 times, 99 times","109 times"
"Which of the following vitamin is known as Niacin?","vitamin B-6, vitamin B-12, vitamin B-1","vitamin B-3"
"The deficiency of vitamin K causes ________ ?","Loss of appetite, Scurvy, Sterility","Blood clotting disorder"
"The deficiency of vitamin E causes _______ ?","Weak immune system, Weak bones, Lack of appetite","Sterility"
"Which of the following slows down the formation of RBCs (Red Blood Cells)?","Vitamin B-1, Vitamin C, Vitamin D","Vitamin E"
"Sunlight is made of__________colours?","Five colours, Three colours, Non of these","Seven colours"
"746 watts are equivalent to_____________?","1 Joule, 1 erg, 1 poise","1HP"
"“Beaufort Scale” is used to measure____________?","Air Pressure, Wind Direction, Humidity","Wind Velocity"
"Who invented “Aspirin” in 1897?","Barnard, Newton, McLeod","Felix Hoffmann"
"Dead red blood corpuscles are stored in____________?","Liver, Kidney, Heart","Spleen"
"Which of the following mixture of gases is required in gas welding?","Oxygen and ethylene, Oxygen and hydrogen, Acetylene and hydrogen","Acetylene and oxygen"
"Which of the following cannot be stored in glass bottle?","Aqua regia, HCL, HBr","HF"
"Earth is divided into following three layers?","Crust, Mountains, Oceans, Crust, Mantle, Trenches, Trenches, Mountains, Core","Crust, Mantel, Core"
"How many layers does the earth have?","1, 2, 4","3"
"Which human hormone is called love hormone?","Melatonin, Adrenalin, Renin","Oxytocin"
"The chemical name of “Acid” (Tezaab) is___________?","Sodium chloride, Citric Acid, None of these","Sulfuric acid"
"Soap is ______?","Acid, Chemical, Powder","Salt"
"Red + Green + Blue = ________?","Maroon, Black, None of the above","White"
"What type of Energy does spring have?","Kinetic Energy, Potential Energy, None of the above","Elastic Potential Energy"
"What is the body’s natural or acquired ability to resist certain diseases?","Endocrine, Exocrine, All of above","Immunity"
"The olfactory nerves affect what sense in brain?","Feel, Touch, Hear","Smell"
"Penicillin is used to fight what type of infections?","Viral, Pneumonia, Sepsis","Bacteria"
"People with what blood type can give blood to anyone and are thus called universal donors?","O, AB+, AB-","O-"
"The average human body contains how many pints of blood?","3 to 5 pints, 5 to 7 pints, 7 to 8 pints","9 to 12 pints"
"What is the medical term for low blood sugar?","Lymphoblastic leukemia, Pulmonary edema, Diabetes mellitus","Hypoglycemia"
"The protein content in wheat is approximately?","8%, 6%, 17%","13%"
