question,wrong_choices,correct_answer
"(1.9 * 0.021) / (0.095 * 0.105) = ______?","1/20, 1/5, 10","4"
"25 * 25 / 25 + 15 * 40 = ________?","125, 525, 25/64","625"
"12 3/4 * (1 2/17 / 8 1/6) / 5 4/3 = __________?","1, 6/17, 27/17","27/98"
"7 + 1/2 of [8 – 4 / 2 * 3 – 1 + 1 + (4 + 2) – 2 * 2] = ________?","9, 16, 12","8"
"Which of the following groups of fractions is in descending order?","8/15, 9/13, 6/11, 8/15, 6/11, 9/13, 6/11, 8/15, 9/13","9/13, 6/11, 8/15"
"The value of (2.75) – (2.00) – (0.75) is__________?","3 * 2.75 * 2.75 * 2.75, 3 * 2.00 * 2.00 * 2.00, 3 * 2.75 * 0.75 * 2.75","4.5 * 2.75"
"{20 – [7 – (3 -2)] + 1/3 (4.2)} / 1.4 = ________?","12, 14, 19","11"
"64309 – 8703 + 798 – 437 = ________?","55606, 55697, 73373","55967"
"The value of 25.25 – 23.23 + 24.24 is_________?","26, 2.2, -22.22","26.26"
"Jameel gets on the elevator at the 11th floor of a building and rides up at the rate of 57 floors per minute. At the same time, Nasir gets on an elevator at the 51st floor of the same building and rides down at the rate of 63 floors per minute. If they continue travelling at these rates, then at which floor will their paths cross?","19, 28, 37","30"
"A man has some hens and cows. If the number of heads be 48 and the number of feet equals 140, then the number of hens will be_________?","22, 23, 24","26"
"Free notebooks were distributed equally among children of a class. The number of notebooks each child got was one-eighth of the number of children. Had the number of children been half, each child would have got 16 notebooks. Total how many notebooks were distributed?","256, 432, 640","512"
"In a regular week, there are 5 working days and for each day, the working hours are 8. A man gets Rs. 2.40 per hour for regular work and Rs. 3.20 per hours for overtime. If he earns Rs. 432 in 4 weeks, then how many hours does he work for______?","160, 180, 195","175"
"(49 * 18) / 324 = ________?","98, 98","49"
"33/4 of 4500 + ? = 118500","2.4123 * 10, 5.124 * 10, 6.125 * 10","8.1375 * 10"
"2 + [2 + {2 + (2 + (2 + 2)}] = _____?","17/4, 65/4, 129/4","33/4"
"7 2/5 of 110 / ? = 844","22, 24, 28","30"
"8 2/3 + 6 4/5 = _____?","14, 14 1/2, 14 3/4","None of these"
"(815 / ?) / 100 * 28 * 3 – (815 * 14 * 6)/100 = 1680","3000, 4000, 6000","2000"
"20% of 40 + ? % of 80 = 120","120, 160, 180","140"
"³√?/9261 = 11/21","121, 14641, 2662","1331"
"(98 / 7 / 2) / ? = 14","1/3, 1/4, 1/5","1/2"
"(24 * 5 * 7 * 9) / ? = 216","15, 20, 25","35"
"2222.2 + 222.22 + 22.222 = ________?","2466.462, 2664.642, 2464.462","2466.642"
"2003 * 2004 – 2001 * 2002 = _________?","8000, 8020, 8040","8010"
"3/7 of 4/9 of 2/5 of 7560 = (?)","18, 22, 26","24"
"32% of 425 – ?% of 250 = 36","20, 60, 80","40"
"6.4 * 1.25 = (?)","1, 4, 3","2"
"7394 – 1236 – 4652 = ________?","1606, 1706, 1496","1506"
"125 * 2 + 35000 = (?)","200, 1600, 800","400"
"31.2 * 14.5 * 9.6 = ________?","4334.04, 4243.04, 4433.04","4343.04"
"1296 ÷ (24 * 0.75) = ______?","36, 144, 288","72"
"43% of 784 = ________?","312.73, 373.12, 339.12","337.12"
"2758 + 20581 – 17889 = ________?","178, 7850, 4800","5200"
"15% of 195 + 14% of 205 = _______?","52, 62, 78","58"
"³√216400 + √280 + √322 = ________?","651, 361, 100","95"
"105 * 99 * 299 = _________?","785600, 845000, 442000","315000"
"105.126 * 35.201 – 90.23 * 3 + 55.11 * 27.01 = ____________?","40000, 271, 5996","4890"
"(0.9 * 0.9 – 0.8 * 0.8)/1.7 = _________?","0.2, 0.3, 0.4","0.1"
"(0.9 * 0.9 – 0.8 * 0.8)/1.7 = ________?","0.2, 0.3, 0.4","0.1"
"5/8 * 2 / 1 = _________?","4/5, 6/5, 8/5","1/5"
"12(13/18) + 16(11/27) – 10(5/9) = _________?","20","18"
"5 * 5 ÷ 5 + 5 ÷ 5 = __________?","3, 2, 4","6"
"36 * 48 ÷ 64 + 36 ÷ 12 = _________?","12, 18, 20","30"
"? % of 400 + 40% of 160 = 17% of 400","4, 0.1, 0.4","1"
"52 * 40.1 = ________?","2480, 2260, 2380","2080"
"22004 – 29303 + 101299 – 59532 = _________?","44000, 24500, 26000","34500"
"30.9 * 3000 – 10.1 * 1100 + 8298 – 4302 = _________?","80000, 90000, 105000","85000"
"421 * 0.9 + 130 * 101 + 10000 = ___________?","33500, 22500, 24500","23500"
"[8 + {(21 * √9/441 – 1 /5 of 60% – 1/5) * 625 + 7} ÷ 4] = _________?","10, 15, 7","16"
"[3/7 of {21 * (33.33% of (27 + 3) ÷ 5) – 7} – 8] = _______?","10, 15, 49","7"
"[10 + {4 * ({2/3 + 1/4} * √144/121 + 23) ÷ 12 + 5} – 3] = _______?","8, 10, 15","20"
"[50 – {20 + 60% of (26/13 + 24/12 + 21) – 2} + 8] = 625/?","125, 241/5, 253/5","25"
"16.66% of 33.33% of 66.66% of ? = 30","90, 270, 240","810"
"12.5 + 10 1/4 of 100 ÷ 10% of 10 = ____________?","1157.50, 103.75, 1038","1037.50"
"(6 – 2 * 3 + 6) / (2 + 6 * 3 – 4) = _____________?","9/8, 3/10, 3/5","3/8"
"2/3 * 5 1/2 * 2 * 7 5/6 * 9/11 = ______________?","4 9/11, 37, 74","47"
"6 – [5/6 + {3 7/8 – 2 1/3 + 1 7/9}] = _____________?","3 9/13, 1 9/11, 2 11/72","None of these"
"Positive integers indicated by x and y satisfy 3 1/x * y 2/5 = 13 3/4, the fractions being in their lowest terms, then x = ? and y = ____________?","x = 4, y = 8, x = 4, y = 4, x = 2, y = 4","x = 8, y = 4"
"If (4 + 4 + 4 + 4) is divisible by ?, then ? =_____________?","3, 11, 13","None of these"
"(830 + ? * 3 * 14 / 100) – (830 * 14 * 3 / 100) = 20.16","24, 36, 48","None of these"
"If x % of 80 = 20% of y, then x = ? and y = ?","x = 20, y = 20, x = 20, y = 40, x = 20, y = 80","Cannot be determined"
"(84 ÷ 14 ÷ 2 ÷ 9) * ? = 33⅓","300, 90,000, 10,000","100"
"The Total cost of flooring a room at Rs.8.50 per square meter is Rs.510. If the length of the room is 8km it’s breadth is__________?","8.5m, 10.5m, 12.5m","7.5m"
"The length of a rectangular increased by 10% and it;s breadth is decreased by 10 %. Then the area of the new rectangle is_________?","Neither increased nor decreased, Increased by 1%, Decreased by 10%","Decreased by 1%"
"Total area of the 64 small squares of aches board is 400cm2. There is 3cm wide border around the chess boarWhat is the length of each side of the chess board?","17cm, 20cm, 23cm","26cm"
"A path of uniform width turns the inside of a rectangular field 38m long and 32m wide. IF the path occupies 600 m than the width of the path is_______?","3m, 8.75m, 10m","5m"
"How many meters of carpet 63cm will be required to be a floor of a room 14m by 9cm?","210m, 220m, 185m","200m"
"A rectangular measure 8cm on length and it’s diagonals measures 10cm what is the perimeter of the rectangular?","36cm, 38cm, 18cm","28cm"
"The perimeter of a floor of a room is 18m.What is the area of four walls of the room if it; a height is 3m?","21 Sq.m, 42 Sq.m, 108 Sq.m","54 Sq.m"
"A rectangular courtyard 3.78min long and 5.25m broad is to be paved exactly with square tiles all of the same size. The minimum number of such tiles is_________?","430, 440, 460","450"
"A room is 12 ¼ m long and 7w wide. The maximum length of a square tile to fill the floor of the room with whole number of it’s tiles should be_________?","200cm, 125cm, 150cm","175cm"
"A rectangular carpet has an area of 120 square meters and a parameter of 46m. The length of it’s diagonals is_________?","11m, 13m, 15m","17m"
"The Ratio of the length and breadth of a plot is 3:2 .If the breadth is 40m less than the what is the parameter of the plot?","480m, 320m, 450m","400m"
"The length of a rectangular plot is 4 ½ times that of its breadth. IF the area of the plot is 200 square meters, then what is it’s length?","25m, 44m, None of these","30m"
"A rectangular carpet has an area of 60 sq.m its diagonal and longer side together equal 5 times the shorter side. The length of the carpet is:_________?","5m, 13m, 14.5m","12m"
"A rectangular carpet has an area of 120 sq.m and a perimeter of 46 m. The length of its diagonal is:_________?","15 m, 16 m, 20 m","17 m"
"parallelogram has sides 60 m and 40 m and one of its diagonals is 80 m long then its area is:__________?","480 sq.m, 320 sq.m, 450√15","600√15 sq.m"
"If a square and a rhombus stand on the same base then the ratio of the areas of the squares and the rhombus is:_________?","greater than 1, equal to 1/2, equal to ¼","equal to 1"
"In a rhombus whose area is 144 sq.cm on of its diagonals is twice as long as the other. The lengths of its diagonals are:_________?","24 cm,48cm, 6√2cm,12√2cm, 6cm,12cm","12cm,24cm"
"The length of a rope by which a cow must be tethered in order that she may be able to graze an area of 9856 sq.m is:________?","64m, 88m, 168m","56m"
"The circumferences of two concentric circles are 176 m and 132 cm respectively. What is the difference between their radii?","5 m, 8 m, 44 m","7 m"
"The diameter of a circle is 105 cm less than the circumference what is the diameter of the circle?","44 cm, 46 cm, 48 cm","49 cm"
"The number of rounds that a wheel of diameter 7/11 m will make in going 4 km is:_________?","1000, 1500, 1700","2000"
"A circular wire of radius 42 cm is cut and bent in the form of a rectangle whose sides are in the ration of 6:5 The smaller side if the rectangle is:_________?","30 cm, 72 cm, 132 cm","60 cm"
"If the diameter of a circle is increased by 100 % its area is increased by:_________?","100%, 200%, 400%","300%"
"If the radius of a circle be reduced by 50% its area is reduced by:_________?","25 %, 50%, 100%","75%"
"If the circumference of a circle is 352 meters then its area in Sq.m is:________?","8956, 6589, 5986","9856"
"Area of a square with side x is equal to the area of a triangle with base x. The altitude of the triangle is:________?","x/2, x, 4x","2x"
"If the diagonal of a square is doubleHow does the area of the square change?","Becomes threefold, Becomes twofold, none of the above","Becomes fourfold"
"If the base of rectangle is increased by 10 % and the area is unchanged then the corresponding altitude must be decreased by:________?","10%, 11%, 11 1/9 %","9 1/11 %"
"The length of a rectangle is twice its breadth, if length is decreased by 5 cm and the breadth is increased by 5 cm. The length of the rectangle is_________?","20 cm, 30 cm, 50 cm","40 cm"
"A rectangle has 15 cm as its length and 159 cm as its areIts area is increased to 1 1/3 times the original area by increasing only its length its new perimeter is:_________?","50 cm, 70 cm, 80 cm","60 cm"
"The length of a rectangular room is 4 meters. If it can be partitioned into two equal square rooms. What is the length of each partition in meters:________?","1, 4, Data Inadequate","2"
"The length and breadth of a square are increased by 40% and 30% respectively. The area of the resulting rectangle exceeds the area of the square by:________?","42%, 62%, none of these","82%"
"A hall 20 m long and 15 m broad is surrounded by a verandah of uniform width of 2.5 m. The cast of flooring the verandah at the rate of Rs 3.50 per sq. Meter is__________?","Rs.500, Rs. 600, Rs. 800","Rs. 700"
"If the ratio of the areas of two squares is 9:1 ratio of their perimeters is_________?","9:1, 3:4, 1:3","3:1"
"The area of a rectangle is thrice that of a square. The length of the rectangle is 40 cm and the breadth of the rectangle is (3/2) times of the square. The side of the square in cm is__________?","15, 30, 60","20"
"The length of a hall is (4/3) times its breadth. If the area of the hall be 300 square meters the difference between the length and breadth is__________?","15m, 4m, 3m","None of these"
"If the side of a square is increased by 25 % then how much percent does it’s area get increased:","125, 156.25, 50","56.25"
"The ratio between the length and breadth of a rectangular field is 5:4. If the breadth is 20 meters less than the length. The perimeter of the field is_________?","260m, 280m, None of these","360m"
"The length and breadth of a rectangular piece of land are in the ratio of 5:3. The owner spent Rs 3000 for surroundings it from are the sides at Rs 7.50 per meter. The difference between is length and breadth is_________?","100m, 150m, 200m","50m"
